0.000000,1.000000,64
51.322998,1.000000,2
101.547974,1.000000,2
116.309998,2.000000,2
216.739990,1.000000,2
236.619995,2.000000,2
236.637024,2.500000,2
248.648010,3.000000,2
348.870972,1.000000,2
364.755981,2.000000,2
465.026001,1.000000,2
480.745972,2.000000,2
580.989014,1.000000,2
681.212036,1.000000,2
781.799011,1.000000,2
882.801025,1.000000,2
982.963013,1.000000,2
1083.231934,1.000000,2
1184.140991,1.000000,2
1284.338013,1.000000,2
1385.041992,1.000000,2
1404.571045,2.000000,2
1505.072021,1.000000,2
1520.441040,2.000000,2
1621.181030,1.000000,2
1636.365967,2.000000,2
1736.864990,1.000000,2
1837.015015,1.000000,2
1937.280029,1.000000,2
2037.546997,1.000000,2
2138.437988,1.000000,2
2238.807129,1.000000,2
2252.119141,2.000000,2
2352.613037,1.000000,2
2452.808105,1.000000,2
2553.099121,1.000000,2
2653.418945,1.000000,2
2669.239990,2.000000,2
2769.466064,1.000000,2
2869.756104,1.000000,2
2888.479980,2.000000,2
2989.257080,1.000000,2
3003.812988,2.000000,2
3104.197021,1.000000,2
3204.625000,1.000000,2
3305.682129,1.000000,2
3321.213867,2.000000,2
3422.176025,1.000000,2
3438.572021,2.000000,2
3539.406982,1.000000,2
3556.489014,2.000000,2
3656.843994,1.000000,2
3757.087891,1.000000,2
3857.242920,1.000000,2
3958.289062,1.000000,2
3973.624023,2.000000,2
4074.818848,1.000000,2
4175.356934,1.000000,2
4276.006836,1.000000,2
4291.005859,2.000000,2
4392.068848,1.000000,2
4413.257812,2.000000,2
4513.519043,1.000000,2
4528.522949,2.000000,2
4628.833008,1.000000,2
4729.023926,1.000000,2
4829.579102,1.000000,2
4929.812012,1.000000,2
4946.524902,2.000000,2
5047.679199,1.000000,2
5061.478027,2.000000,2
5161.927734,1.000000,2
5175.721191,2.000000,2
5276.250977,1.000000,2
5376.691895,1.000000,2
5476.989258,1.000000,2
5492.359863,2.000000,2
5592.683105,1.000000,2
5692.982910,1.000000,2
5708.384766,2.000000,2
5809.229980,1.000000,2
5909.727051,1.000000,2
5924.628906,2.000000,2
6024.831055,1.000000,2
6039.888184,2.000000,2
6140.264160,1.000000,2
6156.491211,2.000000,2
6256.694824,1.000000,2
6357.633789,1.000000,2
6376.523926,2.000000,2
6476.743164,1.000000,2
6493.134766,2.000000,2
6593.745117,1.000000,2
6694.060059,1.000000,2
6795.002930,1.000000,2
6895.201172,1.000000,2
6995.868164,1.000000,2
7012.365234,2.000000,2
7113.079102,1.000000,2
7128.833984,2.000000,2
7229.097168,1.000000,2
7244.562012,2.000000,2
7345.000000,1.000000,2
7360.804199,2.000000,2
7461.012207,1.000000,2
7561.273926,1.000000,2
7578.431152,2.000000,2
7678.708984,1.000000,2
7778.958984,1.000000,2
7879.933105,1.000000,2
7980.355957,1.000000,2
8080.623047,1.000000,2
8181.610840,1.000000,2
8196.428711,2.000000,2
8297.050781,1.000000,2
8397.234375,1.000000,2
8497.659180,1.000000,2
8516.556641,2.000000,2
8617.263672,1.000000,2
8717.859375,1.000000,2
8818.040039,1.000000,2
8918.334961,1.000000,2
8935.277344,2.000000,2
9035.533203,1.000000,2
9050.418945,2.000000,2
9150.753906,1.000000,2
9168.595703,2.000000,2
9269.234375,1.000000,2
9369.458008,1.000000,2
9384.388672,2.000000,2
9484.640625,1.000000,2
9585.234375,1.000000,2
9600.363281,2.000000,2
9700.820312,1.000000,2
9801.044922,1.000000,2
9816.430664,2.000000,2
9916.711914,1.000000,2
10016.922852,1.000000,2
10117.492188,1.000000,2
10132.918945,2.000000,2
10233.130859,1.000000,2
10333.683594,1.000000,2
10434.067383,1.000000,2
10535.040039,1.000000,2
10635.238281,1.000000,2
10650.040039,2.000000,2
10750.347656,1.000000,2
10762.067383,2.000000,2
10862.954102,1.000000,2
10963.384766,1.000000,2
10980.614258,2.000000,2
11081.156250,1.000000,2
11181.860352,1.000000,2
11282.051758,1.000000,2
11382.569336,1.000000,2
11483.396484,1.000000,2
11497.667969,2.000000,2
11598.040039,1.000000,2
11698.481445,1.000000,2
11716.177734,2.000000,2
11816.467773,1.000000,2
11828.301758,2.000000,2
11928.546875,1.000000,2
11947.097656,2.000000,2
12047.945312,1.000000,2
12060.607422,2.000000,2
12161.360352,1.000000,2
12261.641602,1.000000,2
12277.001953,2.000000,2
12377.262695,1.000000,2
12477.459961,1.000000,2
12578.174805,1.000000,2
12595.889648,2.000000,2
12696.125000,1.000000,2
12708.409180,2.000000,2
12808.706055,1.000000,2
12824.330078,2.000000,2
12924.946289,1.000000,2
12940.905273,2.000000,2
13041.898438,1.000000,2
13056.347656,2.000000,2
13156.496094,1.000000,2
13256.778320,1.000000,2
13274.120117,2.000000,2
13374.919922,1.000000,2
13475.398438,1.000000,2
13576.509766,1.000000,2
13676.794922,1.000000,2
13692.957031,2.000000,2
13793.214844,1.000000,2
13810.660156,2.000000,2
13911.457031,1.000000,2
13925.646484,2.000000,2
14026.267578,1.000000,2
14126.466797,1.000000,2
14226.892578,1.000000,2
14245.136719,2.000000,2
14345.441406,1.000000,2
14365.040039,2.000000,2
14465.419922,1.000000,2
14480.358398,2.000000,2
14580.626953,1.000000,2
14680.934570,1.000000,2
14695.389648,2.000000,2
14796.367188,1.000000,2
14812.849609,2.000000,2
14913.149414,1.000000,2
14926.453125,2.000000,2
15028.328125,1.000000,2
15040.375977,2.000000,2
15140.580078,1.000000,2
15240.822266,1.000000,2
15340.991211,1.000000,2
15441.566406,1.000000,2
15455.630859,2.000000,2
15556.901367,1.000000,2
15657.426758,1.000000,2
15757.660156,1.000000,2
15773.085938,2.000000,2
15873.756836,1.000000,2
15886.175781,2.000000,2
15986.411133,1.000000,2
16086.777344,1.000000,2
16187.111328,1.000000,2
16202.738281,2.000000,2
16302.953125,1.000000,2
16317.156250,2.000000,2
16417.640625,1.000000,2
16518.556641,1.000000,2
16534.005859,2.000000,2
16634.582031,1.000000,2
16735.798828,1.000000,2
16836.197266,1.000000,2
16851.591797,2.000000,2
16952.535156,1.000000,2
16969.085938,2.000000,2
17069.511719,1.000000,2
17170.515625,1.000000,2
17271.423828,1.000000,2
17286.617188,2.000000,2
17388.111328,1.000000,2
17404.955078,2.000000,2
17505.273438,1.000000,2
17605.492188,1.000000,2
17705.937500,1.000000,2
17722.572266,2.000000,2
17823.224609,1.000000,2
17923.660156,1.000000,2
18023.875000,1.000000,2
18124.259766,1.000000,2
18225.029297,1.000000,2
18325.253906,1.000000,2
18426.646484,1.000000,2
18443.126953,2.000000,2
18544.253906,1.000000,2
18556.404297,2.000000,2
18656.587891,1.000000,2
18756.974609,1.000000,2
18857.222656,1.000000,2
18957.457031,1.000000,2
19058.357422,1.000000,2
19158.681641,1.000000,2
19172.347656,2.000000,2
19272.845703,1.000000,2
19373.121094,1.000000,2
19473.335938,1.000000,2
19488.337891,2.000000,2
19588.742188,1.000000,2
19604.945312,2.000000,2
19705.226562,1.000000,2
19720.367188,2.000000,2
19821.345703,1.000000,2
19833.650391,2.000000,2
19934.265625,1.000000,2
19948.468750,2.000000,2
20049.171875,1.000000,2
20063.656250,2.000000,2
20164.220703,1.000000,2
20264.439453,1.000000,2
20280.052734,2.000000,2
20380.408203,1.000000,2
20480.605469,1.000000,2
